"","dataset","ccode","cnumb","cluster","clust2","cname","yrbeg","yrend","decade","geo","royal","euro","lac","mideast","asia","africa","warend2","warend5","warend10","noviol2","noviol5","noviol10","gurr2","gurr5","gurr10","pol982","pol985","pol9810","polity2","polity5","polity10","pbs2ll","pbs2l","pbs5l","pbs10l","bollen80","gpol2","gciv2","gpol5","gciv5","gpol10","gciv10","gurrlag5","gurrlagx","outcome","outcome2","treaty","wardur","wartype","unintrvn","uncint","un2int","un2cint","untype","nouncint","peaceop","interven","major","pw10","elf","factmf","factnum","battle","dead","ridp","lifes","lifee","garm","gdp60","gdp85","gdpcap","rgdpcaps","rgdpcape","rgdpch","rgdpch2","aid91","en1","en2st","en2end","area","popst","popen5","popen10","popgro","infst","border","illit","illitend","water","gini1","transf85","sxp","nettrans","electric","en9903s","eh","coldwar","pbs2s3","pbs2s6","pbs2s9","pbs5s3","pbs5s6","pbs5s9","outcome3","negout","milout","logdead","trnsfcap","encaps","cost","costcap","intense","logcost","faction","factn1","factn2","un2cint1","un2cint2","un2cint3","un2cint4","un2cint5","untype1","untype2","untype3","untype4","untype5","strongUN","UNops","UNop1","UNop2","UNop3","UNop4","treatUN","outUN","factnum2","logpop","elfpop","elfpop2","untreaty","unout","exp","energy","ielec","ielf","ielf2","ielfpol","gini","ielfgini","gdp","PKO","enforce","truce","vrebel","vgov","UNopindx","RC2","IC2","LC2","develop","devel","PredUN","ResUN","Pred2UN","Res2UN","L1","Phat1","L2","Phat2","L3","Phat3","L4","Phat4","L5","Phat5","L6","Phat6","L7","Phat7","L8","Phat8","L10","Phat10","L11","Phat11","L12","Phat12","L13","Phat13","L14","Phat14","L15","Phat15","L16","Phat16","L17","Phat17"
"64",1,"COS",39,"COS","COS","Costa Rica",48,48,1,2,0,0,1,0,0,0,"Yes","Yes","Yes","Yes","Yes","Yes",20,20,20,20,20,20,20,20,20,1,"Success","Success","Success",100,NA,NA,NA,NA,NA,NA,20,20,"Victory","Victory-Rebels",0,6,0,"No","None",0,"None","None",0,0,1,1,"No",7,"Many",3,2000,2000,0,65,65,35,2013,3258,148,1048,1048,1457,1457,174.100006103516,0.194999992847443,378.390014648438,378.390014648438,51100,808000,958000,1151000,NA,68,2,11.6000003814697,11.6000003814697,64,46,218700000,0.158999994397163,61188889,859.876525878906,150,5,1,1,"Success",1,1,1,1,0,0,1,7.60090255737305,75.7288208007812,0.000185643570148386,2000,0.00247524748556316,0.000412541237892583,7.60090255737305,"3+",0,1,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,9,13.6023178100586,5656000,5656000,0,0,0.158999994397163,378.390014648438,859.876525878906,7,49,140,46,322,1457,0,0,0,1,0,0,0.168505772948265,0.0198377650231123,0.152660340070724,859.876525878906,859.876525878906,0.0433417074382305,0.0433417074382305,0.0259256083518267,0.0259256083518267,-2.58914756774902,0.0698401406407356,-4.5694317817688,0.0102575393393636,-3.90851402282715,0.0196754112839699,0.293487817049026,0.572849810123444,-4.50174379348755,0.0109680099412799,-3.76919078826904,0.0225504692643881,0.475643306970596,0.616718590259552,-1.60740983486176,0.166948541998863,-1.87921488285065,0.132479086518288,2.32278680801392,0.91074675321579,-4.74116373062134,0.0086529552936554,-0.539161920547485,0.368382573127747,1.03682994842529,0.738237857818604,5.23883152008057,0.994721531867981,-0.185908854007721,0.453656196594238,4.0160927772522,0.9822958111763
"65",1,"PAR",102,"PAR","PAR","Paraguay",47,47,1,2,0,0,1,0,0,0,"Yes","Yes","Yes","Yes","Yes","Yes",5,5,1,5,5,1,5,5,1,1,"Success","Success","Success",33,NA,NA,NA,NA,NA,NA,1,5,"Victory","Victory-Govt",0,6,1,"No","None",0,"None","None",0,0,0,0,"No",14,"Few",2,1000,1000,0,50,50,43,1208,2258,213,580,580,1253,1253,146,0.0879999995231628,93.629997253418,93.629997253418,406750,1528000,1528000,1739000,NA,73,3,NA,NA,11,45.0999984741211,7500000,0.118000000715256,3e+06,233.454864501953,20,4,1,1,"Failure",0,1,0,0,0,0,1,6.90775537490845,1.96335077285767,1.30890048239962e-05,1000,0.000654450268484652,0.000109075044747442,6.90775537490845,"<3",1,0,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,4,14.2394704818726,21392000,21392000,0,0,0.118000000715256,93.629997253418,233.454864501953,14,196,70,45.0999984741211,631.399963378906,1253,0,0,0,0,1,0,0.333213716745377,0.000514315266627818,0.0843183547258377,233.454864501953,233.454864501953,0.00972951669245958,0.00972951669245958,0.00751759298145771,0.00751759298145771,-2.95063519477844,0.0497065000236034,-4.93091917037964,0.00716811092570424,-4.27000141143799,0.0137889692559838,-0.0679996833205223,0.483006626367569,-3.30943822860718,0.0352488197386265,-2.57688522338867,0.0706409439444542,0.846177339553833,0.699764609336853,-1.23687589168549,0.224980250000954,-1.50868082046509,0.1811343729496,2.69332075119019,0.936631381511688,-5.10265111923218,0.00604385463520885,-0.90064936876297,0.288917064666748,1.40736389160156,0.803349852561951,5.60936546325684,0.996349990367889,-0.54739636182785,0.366468697786331,3.65460538864136,0.974780738353729
"66",1,"NIG2",96,"NIG","NIG","Nigeria-Muslim",80,84,4,5,0,0,0,0,0,1,"Yes","Yes","Yes","No","No","No",3,5,3,3,5,3,-10,-10,-10,1,"Failure","Failure","Failure",83,7,5,6,5,7,6,6,5,"Victory","Victory-Govt",0,48,1,"No","None",0,"None","None",0,0,0,0,"Yes",87,"Few",2,6000,6000,1000,45.8600006103516,48.2999992370605,1154,557,860,284,1438,1062,1438,1438,262.600006103516,0.0560000017285347,137.160003662109,142.050003051758,923770,65698766,83874465,97900089,3.09999990463257,99,4,57.2999992370605,40.2999992370605,16,36.7000007629395,-259573488,0.27700001001358,-376900000,68.1957015991211,11085,95,1,0,"Failure",0,0,0,0,0,0,1,8.69951438903809,-5.73678970336914,0.000168724625837058,7000,0.00010654690413503,2.21972709368856e-06,8.85366535186768,"<3",1,0,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,4,18.0005912780762,5715792896,5715792896,0,0,0.27700001001358,137.160003662109,68.1957015991211,87,7569,261,36.7000007629395,3192.90014648438,1438,0,0,0,0,1,0,0.372630298137665,-0.00150279747322202,0.078229658305645,68.1957015991211,68.1957015991211,0.00412374315783381,0.00412374315783381,0.00562453735619783,0.00562453735619783,-3.04600071907043,0.0453904494643211,-5.02628517150879,0.00652035232633352,-4.36536693572998,0.0125504741445184,-0.163365349173546,0.459249258041382,-3.30943822860718,0.0352488197386265,-2.57688522338867,0.0706409439444542,-0.194043055176735,0.451640874147415,-2.27709627151489,0.0930376872420311,-2.54890131950378,0.0725003331899643,1.65310049057007,0.839309632778168,-5.19801664352417,0.00549713103100657,-0.996015071868896,0.269725620746613,0.367143571376801,0.590768575668335,4.56914520263672,0.989739537239075,-0.642762005329132,0.3446224629879,3.55923962593079,0.97232711315155
"67",1,"SAL",47,"SAL","SAL","El Salvador",79,92,4,2,0,0,1,0,0,0,"Yes","Yes",NA,"Yes","Yes",NA,19,19,NA,19,19,NA,19,19,NA,1,"Success","Success",NA,6,3,3,2,3,NA,NA,7,10,"Settlement","Settlement",1,151,0,"Yes","PKO",1,"PKO","MultiPKO",0,3,1,1,"No",17,"Many",7,25000,75000,600000,57,64,65,1379,1727,523,2035,1824,2228,2228,294.200012207031,0.0790000036358833,252.179992675781,221.860000610352,21040,4470000,5661827,NA,2.5,85,2,32.7000007629395,27,53,48.4000015258789,343600000,0.0469999983906746,1.6e+08,379.865753173828,974,17,1,1,"Success",1,1,1,1,1,1,0,11.2252435684204,35.7941818237305,0.000217897089896724,675000,0.15100671350956,0.00100004451815039,13.4224681854248,"3+",0,1,0,0,0,1,0,0,0,0,1,0,"Strong","PKO",0,0,1,0,2,4,49,15.3128986358643,75990000,75990000,3,12,0.0469999983906746,252.179992675781,379.865753173828,17,289,323,48.4000015258789,822.800048828125,2228,1,0,0,0,0,0.5,0.431989431381226,0.269289642572403,0.146657630801201,379.865753173828,379.865753173828,0.878478646278381,-0.121521353721619,0.834735512733459,-0.165264487266541,-2.86614632606506,0.0538526698946953,-4.84643030166626,0.00779513083398342,-4.18551254272461,0.014986396767199,0.0164892598986626,0.504122197628021,-6.98352718353271,0.000926169042941183,-6.25097417831421,0.00192486215382814,-2.63637685775757,0.0668336451053619,-4.7194299697876,0.00884139444679022,-4.99123525619507,0.00675137201324105,-0.789233386516571,0.312333285808563,-5.0181622505188,0.00657318253070116,-0.816160440444946,0.306579291820526,-2.07519030570984,0.111531682312489,2.12681150436401,0.893481910228729,-0.462907403707504,0.386296331882477,3.73909425735474,0.976776540279388
"68",1,"DOM",44,"DOM","DOM","Dominican Rep.",65,65,3,2,0,0,1,0,0,0,"Yes","Yes","Yes","Yes","Yes","Yes",7,7,7,7,7,7,7,7,7,1,"Success","Success","Success",72,NA,NA,NA,NA,4,2,7,4,"Settlement","Settlement",1,4,0,"Yes","Observer",1,"Observer","Observer",0,2,1,1,"No",4,"Many",3,2526,3000,0,54,55,80,1145,2076,255,2055,2055,1271,1271,66.5,0.180999994277954,215.919998168945,403.690002441406,48730,3835000,4423000,5048000,2.70000004768372,112,1,33,33,37,46.939998626709,356300000,0.289000004529953,2.06e+08,432.868560791016,809,27,1,1,"Success",0,1,1,0,1,1,0,8.00636768341064,53.7157745361328,0.000210951766348444,3000,0.000782268587499857,0.000195567146874964,8.00636768341064,"3+",0,1,0,0,1,0,0,0,1,0,0,0,"Weak","Med/Obs",0,1,0,0,1,2,9,15.1596803665161,15340000,15340000,2,8,0.289000004529953,215.919998168945,432.868560791016,4,16,28,46.939998626709,187.759994506836,1271,0,0,0,0,0,0.25,0.172985777258873,0.180742666125298,0.103727146983147,432.868560791016,432.868560791016,0.623748958110809,-0.376251041889191,0.591522455215454,-0.408477544784546,-2.83556008338928,0.0554325543344021,-4.81584405899048,0.00803529284894466,-4.15492630004883,0.0154446670785546,0.0470754504203796,0.511766672134399,-4.50174379348755,0.0109680099412799,-3.76919078826904,0.0225504692643881,0.258894801139832,0.564364612102509,-1.82415843009949,0.138935640454292,-2.09596347808838,0.109489768743515,2.10603833198547,0.891488671302795,-4.98757600784302,0.00677595473825932,-0.78557425737381,0.313119739294052,0.820081412792206,0.694253623485565,5.0220832824707,0.993452370166779,-0.432321220636368,0.393572181463242,3.76968050003052,0.977460324764252
"69",1,"HAI1",59,"HAI","HAI","Haiti",91,94,5,2,0,0,1,0,0,0,"No","Yes",NA,"No","Yes",NA,17,17,NA,17,17,NA,-20,17,NA,0,"Failure","Success",NA,17,4,5,4,5,NA,NA,8,5,"Victory","Victory-Rebels",0,36,0,"Yes","Observer",1,"Observer","Observer",0,2,0,0,"No",1,"Many",3,3000,3000,52000,53.0999984741211,53.4500007629395,64,871,860,476,911,911,834,834,181.899993896484,0.0240000002086163,48.3400001525879,46.8600006103516,27750,6133308,6679984,NA,NA,85,1,61,56,41.7999992370605,NA,145040000,0.0329999998211861,93369091,41,339,5,0,0,"Failure",0,1,1,1,0,0,1,8.00636768341064,15.2232837677002,5.52719684492331e-05,55000,0.00896742846816778,0.000249095231993124,10.9150886535645,"3+",0,1,0,0,1,0,0,0,1,0,0,0,"Weak","Med/Obs",0,1,0,0,0,1,9,15.6292448043823,6133308,6133308,0,4,0.0329999998211861,48.3400001525879,41,1,1,17,36.2188262939453,36.2188262939453,834,0,0,0,1,0,0.25,0.221217319369316,0.00899762846529484,0.0455054603517056,41,41,0.267972588539124,-0.732027411460876,0.252031981945038,-0.747968018054962,-3.06169462203979,0.0447152592241764,-5.04197883605957,0.00641947472468019,-4.38106060028076,0.0123574640601873,-0.179059103131294,0.455354452133179,-4.50174379348755,0.0109680099412799,-3.76919078826904,0.0225504692643881,-1.29601311683655,0.2148367613554,-3.37906622886658,0.0329561419785023,-3.65087127685547,0.0253111999481916,0.551130414009094,0.634397804737091,-5.21371030807495,0.00541199743747711,-1.01170885562897,0.266645550727844,-0.734826505184174,0.324136465787888,3.46717524528503,0.969739258289337,-0.658455789089203,0.341086596250534,3.54354596138,0.971901714801788
"70",1,"MAL",86,"MAL","MAL","Malaysia",48,59,1,4,0,0,0,0,1,0,"Yes","Yes","Yes","Yes","Yes","Yes",20,20,12,20,20,12,20,20,12,1,"Success","Success","Success",67,NA,NA,NA,NA,NA,NA,20,20,"Victory","Victory-Govt",0,132,0,"No","None",0,"None","None",0,0,1,1,"No",72,"Many",3,13000,13000,0,46,53,184,1381,4073,1000,1000,1420,1281,1281,289.5,0.273000001907349,435.5,435.5,329750,7074000,9241000,10572000,NA,99,3,41.5,41,29,50.3600006103516,7249168,0.361999988555908,7249168,630.094970703125,2731,110,1,1,"Success",1,1,1,1,0,0,1,9.47270488739014,1.02476227283478,0.000386061641620472,13000,0.00183771562296897,1.39220883283997e-05,9.47270488739014,"3+",0,1,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,9,15.771936416626,509328000,509328000,0,0,0.361999988555908,435.5,630.094970703125,72,5184,1440,50.3600006103516,3625.919921875,1281,0,0,0,0,1,0,0.236143290996552,0.000268444593530148,0.122532919049263,630.094970703125,630.094970703125,0.000930530368350446,0.000930530368350446,0.00128003978170455,0.00128003978170455,-2.72174715995789,0.061702236533165,-4.70203113555908,0.00899517443031073,-4.04111337661743,0.0172742456197739,0.160888373851776,0.540135562419891,-4.50174379348755,0.0109680099412799,-3.76919078826904,0.0225504692643881,-0.524961531162262,0.371692806482315,-2.60801482200623,0.0686243772506714,-2.87981963157654,0.0531602129340172,1.32218205928802,0.789544522762299,-4.87376308441162,0.00758654810488224,-0.671761333942413,0.338102549314499,0.0362250916659832,0.509055256843567,4.23822689056396,0.98577219247818,-0.318508297204971,0.421039342880249,3.88349342346191,0.979836165904999
"71",1,"BUR3",19,"BUR","BUR","Burundi",88,88,5,5,0,0,0,0,0,1,"No","No","No","No","No","No",3,3,3,3,3,3,-20,-20,-20,0,"Failure","Failure","Failure",0,7,6,7,7,7,6,3,3,"Victory","Victory-Govt",0,6,1,"No","None",0,"None","None",0,0,0,0,"Yes",4,"Many",3,5000,100000,700000,46.7099990844727,46.7099990844727,40,640,510,235,527,527,559,559,259.100006103516,0.00499999988824129,20.8199996948242,23.5599994659424,27380,5181000,5624709,5537387,2.5,110,3,65,65,25.6000003814697,NA,89244616,0.0949999988079071,89244616,32,82,20,1,0,"Failure",0,0,0,0,0,0,1,11.5129251480103,17.2253646850586,1.58270595420618e-05,8e+05,0.154410347342491,0.0257350578904152,13.5923671722412,"3+",0,1,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,9,15.4605083465576,20724000,20724000,0,0,0.0949999988079071,20.8199996948242,32,4,16,12,34.2413635253906,136.965454101562,559,0,0,0,0,1,0,0.444967448711395,0.00451232073828578,0.0309201125055552,32,32,0.164227440953255,0.164227440953255,0.152413234114647,0.152413234114647,-3.06688809394836,0.0444939397275448,-5.04717254638672,0.0063864323310554,-4.38625431060791,0.0122942356392741,-0.184252709150314,0.454066693782806,-4.50174379348755,0.0109680099412799,-3.76919078826904,0.0225504692643881,-2.72719931602478,0.061387337744236,-4.81025266647339,0.00807998329401016,-5.0820574760437,0.00616883393377066,-0.880055844783783,0.293166220188141,-5.2189040184021,0.00538411317393184,-1.01690244674683,0.265631198883057,-2.16601276397705,0.102844342589378,2.03598880767822,0.884524166584015,-0.663649380207062,0.339920312166214,3.53835225105286,0.971759557723999
"72",1,"CHI1",26,"CHI","CHI","China-Taiwan",47,47,1,4,0,0,0,0,1,0,"Yes","Yes","Yes","No","No","No",2,2,2,2,2,2,-20,-20,-20,0,"Failure","Failure","Failure",17,NA,NA,NA,NA,NA,NA,5,5,"Victory","Victory-Rebels",0,6,0,"No","None",0,"None","None",0,0,0,1,"Yes",12,"Few",2,1000,25000,0,37,37,4013,NA,1811,33,330,330,330,330,1998.69995117188,0.197999998927116,280.559997558594,280.559997558594,9561000,500000000,584191354,646703076,0.649999976158142,186,11,NA,NA,NA,36.1800003051758,2.43e+08,0.0199999995529652,4.21e+08,252.957321166992,19694,13,1,0,"Failure",0,0,0,0,0,0,1,10.1266307830811,0.842000007629395,3.9388000004692e-05,25000,4.99999987368938e-05,8.33333342598053e-06,10.1266307830811,"<3",1,0,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,4,20.0301189422607,6e+09,6e+09,0,0,0.0199999995529652,280.559997558594,252.957321166992,12,144,24,36.1800003051758,434.160003662109,330,0,0,0,1,0,0,0.174292251467705,0.000220568574150093,0.0399784967303276,252.957321166992,252.957321166992,0.0206913705915213,0.0206913705915213,0.0174655336886644,0.0174655336886644,-2.93938088417053,0.0502408072352409,-4.91966533660889,0.0072486475110054,-4.25874710083008,0.0139428554102778,-0.0567454546689987,0.485817432403564,-3.30943822860718,0.0352488197386265,-2.57688522338867,0.0706409439444542,-0.874529123306274,0.29431277513504,-2.9575822353363,0.0493793748319149,-3.2293872833252,0.038074679672718,0.972614467144012,0.725640296936035,-5.09139680862427,0.00611183978617191,-0.889395177364349,0.29123467206955,-0.313342481851578,0.422299087047577,3.88865923881531,0.979937970638275,-0.536142110824585,0.369085490703583,3.66585969924927,0.975055932998657
"73",1,"BUR2",18,"BUR","BUR","Burundi",72,73,3,5,0,0,0,0,0,1,"Yes","Yes","Yes","Yes","Yes","Yes",3,3,3,3,3,3,3,3,3,0,"Success","Success","Success",0,7,7,7,6,6,6,3,3,"Victory","Victory-Govt",0,6,1,"No","None",0,"None","None",0,0,1,0,"Yes",4,"Many",3,50000,150000,300000,43.9599990844727,43.9599990844727,40,640,510,118,341,341,431,431,259.100006103516,0.00499999988824129,6.98000001907349,14.1999998092651,27830,3561000,3825000,4362000,2.5,137,3,80.0999984741211,80.0999984741211,23,NA,89244616,0.0979999974370003,89244616,20,31,20,1,0,"Failure",0,0,0,0,0,0,1,11.9183902740479,25.0616722106934,8.70541953190695e-06,450000,0.126368999481201,0.0210615005344152,13.0170030593872,"3+",0,1,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,9,15.0855522155762,14244000,14244000,0,0,0.0979999974370003,6.98000001907349,20,4,16,12,34.1840057373047,136.736022949219,431,0,0,0,0,1,0,0.437624782323837,0.00656510330736637,0.023406321182847,20,20,0.241281285881996,0.241281285881996,0.213040009140968,0.213040009140968,-3.07381296157837,0.044200461357832,-5.05409717559814,0.0063426410779357,-4.39317941665649,0.012210426852107,-0.191177517175674,0.452350646257401,-4.50174379348755,0.0109680099412799,-3.76919078826904,0.0225504692643881,-2.41962838172913,0.0816881284117699,-4.50268173217773,0.0109578408300877,-4.77448654174805,0.00837173964828253,-0.572484850883484,0.360663652420044,-5.22582912445068,0.00534715503454208,-1.02382719516754,0.264282584190369,-1.8584418296814,0.134884774684906,2.34355998039246,0.912420988082886,-0.670574188232422,0.33836829662323,3.53142762184143,0.971568882465363
"74",4,"VTN",128,"VTN","VTN","Vietnam Rep of",60,75,2,4,0,0,0,0,1,0,"Yes","Yes","Yes","Yes","Yes","Yes",3,3,3,3,3,3,3,3,3,1,"Success","Success","Success",11,7,7,7,7,7,7,7,7,"Victory","Victory-Rebels",0,180,0,"No","None",0,"None","None",0,0,1,1,"Yes",26,"Many",5,302000,2000000,700000,44,61,160,NA,NA,NA,NA,NA,NA,NA,237.5,0.0500000007450581,165.360000610352,73.4700012207031,331690,31656282,53660910,59729560,NA,157,3,26,18.6000003814697,45,35.7099990844727,5.2e+07,NA,4.2e+07,50.2599601745605,968,23,1,0,"Failure",0,0,0,0,0,0,1,14.5086574554443,1.32675087451935,3.05784487864003e-05,2700000,0.0852911248803139,0.000473839580081403,14.808762550354,"3+",0,1,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,25,17.2704467773438,823063360,823063360,0,0,0.134569942951202,165.360000610352,50.2599601745605,26,676,78,35.7099990844727,928.4599609375,2390.92504882812,0,0,0,1,0,0,0.383717387914658,0.000347552908351645,0.124211177229881,50.2599601745605,50.2599601745605,0.0992067828774452,0.0992067828774452,0.0794010013341904,0.0794010013341904,-3.05635094642639,0.0449440740048885,-5.03663539886475,0.00645364634692669,-4.37571716308594,0.0124228494241834,-0.173715487122536,0.456679999828339,-6.20012283325195,0.00202507223002613,-5.46756982803345,0.00420373259112239,-3.37744498252869,0.0330078490078449,-5.46049833297729,0.00423343852162361,-5.73230314254761,0.00322914612479508,-1.53030133247375,0.177949607372284,-5.20836687088013,0.00544083584100008,-1.00636518001556,0.267691791057587,-2.81625843048096,0.0564518980681896,1.3857433795929,0.799911856651306,-0.6531121134758,0.342288583517075,3.54888963699341,0.97204726934433
"75",1,"GUA3",57,"GUA","GUA","Guatemala",74,94,3,2,0,0,1,0,0,0,"Yes","Yes",NA,"Yes","Yes",NA,18,18,NA,18,18,NA,18,18,NA,1,"Success","Success",NA,44,3,4,3,4,NA,NA,12,13,"Settlement","Settlement",1,240,1,"Yes","PKO",1,"PKO","MultiPKO",0,3,1,1,"Yes",64,"Few",2,74000,100000,550000,54,66,132,1638,2056,698,2028,2127,4000,2260,198.600006103516,0.105999998748302,155.389999389648,158.740005493164,108890,5246000,6023000,6917000,NA,100,4,45,34.7999992370605,60,49.7200012207031,19700000,0.115000002086163,75600000,282,666,95,1,1,"Success",1,1,1,1,1,1,0,11.5129251480103,14.4109802246094,0.000126953862491064,650000,0.123903930187225,0.000516266387421638,13.3847274780273,"<3",1,0,0,0,0,1,0,0,0,0,1,0,"Strong","PKO",0,0,1,0,2,4,4,15.4729766845703,335744000,335744000,3,12,0.115000002086163,155.389999389648,282,64,4096,1152,49.7200012207031,3182.080078125,4000,1,0,0,0,0,0.5,0.497121334075928,0.253775060176849,0.226174131035805,282,282,0.621461033821106,-0.378538966178894,0.571422874927521,-0.428577125072479,-2.92262125015259,0.0510465763509274,-4.90290546417236,0.00737025449052453,-4.24198770523071,0.0141751579940319,-0.0399858728051186,0.490004867315292,-3.30943822860718,0.0352488197386265,-2.57688522338867,0.0706409439444542,-2.61620187759399,0.0681029483675957,-4.69925498962402,0.00901995599269867,-4.97106027603149,0.00688801659271121,-0.769058406352997,0.316682815551758,-5.0746374130249,0.00621449202299118,-0.87263560295105,0.29470619559288,-2.05501532554626,0.113546587526798,2.14698648452759,0.895386815071106,-0.519382536411285,0.372996628284454,3.68261909484863,0.975460350513458
"76",1,"CAM1",21,"CAM","CAM","Cambodia",70,75,3,4,0,0,0,0,1,0,"Yes","No","No","No","No","No",3,3,3,3,3,3,-10,-20,-20,0,"Failure","Failure","Failure",0,7,7,7,7,7,7,1,1,"Victory","Victory-Rebels",0,58,0,"No","None",0,"None","None",0,0,1,1,"No",30,"Few",2,156000,156000,360000,42.3499984741211,31.2099990844727,12.3999996185303,NA,NA,130,130,130,130,130,91,0.0790000036358833,54.9099998474121,60.4799995422363,181040,6770000,7098000,6498000,NA,160,3,71.1999969482422,71.1999969482422,45,NA,120400000,NA,120400000,18,589,15,1,0,"Failure",0,0,0,0,0,0,1,11.9576110839844,17.7843418121338,8.7001477368176e-05,516000,0.0762186124920845,0.00131411396432668,13.1538619995117,"<3",1,0,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,4,15.7280120849609,203100000,203100000,0,0,0.127139434218407,54.9099998474121,18,30,900,90,34.6760520935059,1040.28161621094,130,0,0,0,1,0,0,0.23098061978817,0.00465874932706356,0.00817068852484226,18,18,0.0553249828517437,0.0553249828517437,0.0693156719207764,0.0693156719207764,-3.0749671459198,0.0441517271101475,-5.055251121521,0.00633537257090211,-4.39433336257935,0.0121965166181326,-0.192331656813622,0.452064752578735,-3.30943822860718,0.0352488197386265,-2.57688522338867,0.0706409439444542,-2.49278879165649,0.0763652622699738,-4.57584190368652,0.010192665271461,-4.84764671325684,0.00778572866693139,-0.645645201206207,0.34397155046463,-5.22698307037354,0.00534102134406567,-1.02498137950897,0.264058232307434,-1.93160212039948,0.126573354005814,2.27039957046509,0.906395673751831,-0.671728312969208,0.338109940290451,3.5302734375,0.971536993980408
"77",1,"PAK2",100,"PAK","PAK","Pakistan-Blch",73,77,3,4,0,0,0,0,1,0,"Yes","Yes","Yes","No","No","No",3,3,6,3,3,6,3,3,6,0,"Failure","Failure","Failure",0,6,6,7,5,4,5,3,3,"Victory","Victory-Govt",0,54,1,"No","None",0,"None","None",0,0,1,0,"Yes",64,"Many",3,8600,9000,0,50.5499992370605,53.439998626709,400,622,1221,199,1029,923,907,907,1370.90002441406,0.0759999975562096,105.720001220703,186.889999389648,796100,66706000,87736000,102324000,2.90000009536743,138,4,79,75,38,31.5,3090400000,0.0410000011324883,2e+09,125.06901550293,10921,55,1,0,"Failure",0,0,0,0,0,0,1,9.10497951507568,29.9823112487793,0.000163718403200619,9000,0.000134920395794325,2.49852587330679e-06,9.10497951507568,"3+",0,1,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,9,18.0158061981201,4269184000,4269184000,0,0,0.0410000011324883,105.720001220703,125.06901550293,64,4096,192,31.5,2016,907,0,0,0,0,1,0,0.404367119073868,0.00785410404205322,0.0569584108889103,125.06901550293,125.06901550293,0.382148563861847,0.382148563861847,0.344917863607407,0.344917863607407,-3.01318120956421,0.0468339286744595,-4.99346542358398,0.00673643359914422,-4.33254718780518,0.0129637829959393,-0.130545616149902,0.467409878969193,-4.50174379348755,0.0109680099412799,-3.76919078826904,0.0225504692643881,-0.328387469053268,0.418633013963699,-2.41144061088562,0.0823044404387474,-2.68324565887451,0.063969261944294,1.51875603199005,0.820355236530304,-5.16519689559937,0.00567949702963233,-0.963195323944092,0.276238888502121,0.232799157500267,0.55793833732605,4.43480110168457,0.988281548023224,-0.609942257404327,0.352072358131409,3.59205937385559,0.973196625709534
"78",1,"IND4",64,"IND","IND","India-Sikh",84,94,4,4,0,0,0,0,1,0,"Yes","Yes",NA,"Yes","Yes",NA,18,18,NA,18,18,NA,18,18,NA,1,"Success","Success",NA,94,2,4,2,3,NA,NA,18,18,"Victory","Victory-Govt",0,120,1,"No","None",0,"None","None",0,0,1,0,"Yes",89,"Few",2,19237,25000,30000,56,62,1056,665,899,259,882,1264,1008,1008,2745,0.0810000002384186,159.539993286133,242.669998168945,3287590,749677000,815590000,832535000,2.20000004768372,105,6,55.9000015258789,48,74.5,31.4899997711182,2207000064,0.017000000923872,1.86e+09,427,192004,128,1,1,"Success",1,1,1,1,0,0,1,10.1266307830811,2.48106861114502,0.000256115628872067,55000,7.33649285393767e-05,6.11374389336561e-07,10.9150886535645,"<3",1,0,1,0,0,0,0,1,0,0,0,0,"Weak","None",1,0,0,0,0,0,4,20.435152053833,66721251328,66721251328,0,0,0.017000000923872,159.539993286133,427,89,7921,1602,31.4899997711182,2802.60986328125,1008,0,0,0,0,1,0,0.42393770813942,0.000649935565888882,0.0900324434041977,427,427,0.21443498134613,0.21443498134613,0.212930291891098,0.212930291891098,-2.83894658088684,0.0552555024623871,-4.81923055648804,0.00800834503024817,-4.15831279754639,0.0153932562097907,0.0436888970434666,0.510920464992523,-3.30943822860718,0.0352488197386265,-2.57688522338867,0.0706409439444542,-1.29601311683655,0.2148367613554,-3.37906622886658,0.0329561419785023,-3.65087127685547,0.0253111999481916,0.551130414009094,0.634397804737091,-4.99096250534058,0.0067532011307776,-0.788960814476013,0.312391847372055,-0.734826505184174,0.324136465787888,3.46717524528503,0.969739258289337,-0.435707747936249,0.392764210700989,3.76629400253296,0.977385580539703
